stn,year,mmddhh,ta,td,hm,ws,rn,re,ww,si,ss,sn,mm,dd,hh
b,F,112414,13.8,1.2,42.4,1.6,0.0,0.0,C,1.79,1.0,1.9260364842454392,11,24,14
b,F,112415,14.8,1.2,39.4,1.8,0.0,0.0,C,1.44,1.0,1.9260364842454392,11,24,15
b,F,112416,15.0,1.1,38.9,1.1,0.0,0.0,C,0.89,1.0,1.9260364842454392,11,24,16
b,F,112417,13.8,1.3,42.7,1.0,0.0,0.0,G,0.27,0.5,1.9260364842454392,11,24,17
b,F,112418,12.0,1.2,47.8,0.8,0.0,0.0,C,0.01,0.0,1.9260364842454392,11,24,18
b,F,112419,10.3,2.1,56.6,1.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,24,19
b,F,112420,9.1,2.3,62.3,1.3,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,24,20
b,F,112421,8.0,2.3,67.4,0.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,24,21
b,F,112422,7.0,2.3,71.7,0.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,24,22
b,F,112423,6.3,2.2,75.0,0.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,24,23
b,F,112500,5.6,2.0,77.6,0.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,0
b,F,112501,4.8,1.9,81.4,0.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,1
b,F,112502,4.3,1.7,83.3,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,2
b,F,112503,3.8,1.5,85.4,0.7,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,3
b,F,112504,3.3,1.3,86.7,1.0,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,4
b,F,112505,2.9,1.1,88.2,0.8,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,5
b,F,112506,2.7,1.0,88.8,0.7,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,6
b,F,112507,2.3,0.7,89.1,1.1,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,7
b,F,112508,2.3,0.7,89.2,1.0,0.0,0.0,G,0.08,0.3,1.9260364842454392,11,25,8
b,F,112509,3.5,1.3,85.6,0.3,0.0,0.0,G,0.39,0.9,1.9260364842454392,11,25,9
b,F,112510,6.2,1.7,73.3,0.8,0.0,0.0,C,0.97,1.0,1.9260364842454392,11,25,10
b,F,112511,8.9,1.5,59.9,0.9,0.0,0.0,C,1.31,1.0,1.9260364842454392,11,25,11
b,F,112512,11.8,1.1,47.9,1.4,0.0,0.0,C,1.74,1.0,1.9260364842454392,11,25,12
b,F,112513,14.1,0.6,39.7,1.4,0.0,0.0,C,1.62,1.0,1.9260364842454392,11,25,13
b,F,112514,16.5,-0.7,31.3,2.3,0.0,0.0,C,1.68,1.0,1.9260364842454392,11,25,14
b,F,112515,17.2,-3.0,25.0,2.5,0.0,0.0,C,1.25,1.0,1.9260364842454392,11,25,15
b,F,112516,17.2,-0.9,29.1,2.2,0.0,0.0,C,0.92,1.0,1.9260364842454392,11,25,16
b,F,112517,16.0,-2.1,28.8,2.0,0.0,0.0,C,0.25,0.4,1.9260364842454392,11,25,17
b,F,112518,14.7,-1.8,32.3,1.6,0.0,0.0,C,0.01,0.0,1.9260364842454392,11,25,18
b,F,112519,13.6,-1.1,36.2,1.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,19
b,F,112520,12.7,-0.7,39.6,1.3,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,20
b,F,112521,11.3,0.0,45.8,1.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,21
b,F,112522,10.4,0.5,50.5,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,22
b,F,112523,10.2,1.5,54.8,1.3,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,25,23
b,F,112600,11.0,4.4,63.6,1.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,0
b,F,112601,11.4,6.7,72.8,2.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,1
b,F,112602,11.9,8.2,78.1,2.4,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,2
b,F,112603,12.3,9.0,80.6,2.0,0.0,3.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,3
b,F,112604,12.2,9.3,82.6,1.0,0.0,0.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,4
b,F,112605,11.1,8.9,86.6,0.8,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,5
b,F,112606,9.9,8.3,89.7,0.6,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,6
b,F,112607,8.9,7.7,91.8,2.4,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,7
b,F,112608,8.6,7.1,90.3,0.9,0.0,0.0,G,0.05,0.0,1.9260364842454392,11,26,8
b,F,112609,9.9,5.4,73.7,1.2,0.0,0.0,G,0.47,0.9,1.9260364842454392,11,26,9
b,F,112610,12.1,3.4,55.7,2.0,0.0,0.0,C,1.04,1.0,1.9260364842454392,11,26,10
b,F,112611,13.3,0.4,41.3,3.5,0.0,0.0,C,1.53,1.0,1.9260364842454392,11,26,11
b,F,112612,14.3,-1.3,34.2,3.5,0.0,0.0,C,1.79,1.0,1.9260364842454392,11,26,12
b,F,112613,14.6,-1.6,33.0,3.5,0.0,0.0,C,1.86,1.0,1.9260364842454392,11,26,13
b,F,112614,14.0,-1.8,33.4,3.6,0.0,0.0,C,1.39,0.7,1.9260364842454392,11,26,14
b,F,112615,13.6,-4.2,28.8,3.9,0.0,0.0,C,1.08,0.8,1.9260364842454392,11,26,15
b,F,112616,12.2,-5.5,28.6,3.5,0.0,0.0,C,0.84,1.0,1.9260364842454392,11,26,16
b,F,112617,10.7,-6.7,28.8,2.4,0.0,0.0,C,0.28,0.5,1.9260364842454392,11,26,17
b,F,112618,8.7,-8.2,29.4,2.9,0.0,0.0,C,0.01,0.0,1.9260364842454392,11,26,18
b,F,112619,6.8,-10.7,27.6,3.3,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,19
b,F,112620,4.8,-10.2,32.7,1.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,20
b,F,112621,4.1,-8.1,40.8,1.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,21
b,F,112622,3.5,-7.0,46.3,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,22
b,F,112623,3.0,-6.1,51.5,0.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,26,23
b,F,112700,2.2,-5.8,55.2,1.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,0
b,F,112701,1.5,-5.7,58.9,1.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,1
b,F,112702,0.9,-5.5,62.0,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,2
b,F,112703,0.6,-5.3,64.5,1.4,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,3
b,F,112704,0.1,-5.1,68.1,1.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,4
b,F,112705,-0.4,-5.1,70.6,1.3,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,5
b,F,112706,-0.5,-4.9,72.2,0.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,6
b,F,112707,-1.0,-4.8,75.2,0.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,7
b,F,112708,-1.0,-4.6,76.7,1.0,0.0,0.0,C,0.06,0.3,1.9260364842454392,11,27,8
b,F,112709,1.4,-3.8,68.6,0.6,0.0,0.0,C,0.55,1.0,1.9260364842454392,11,27,9
b,F,112710,3.8,-3.5,59.2,0.8,0.0,0.0,C,1.01,0.9,1.9260364842454392,11,27,10
b,F,112711,6.8,-4.0,46.2,1.5,0.0,0.0,C,1.63,1.0,1.9260364842454392,11,27,11
b,F,112712,9.0,-5.2,36.4,1.8,0.0,0.0,C,1.92,1.0,1.9260364842454392,11,27,12
b,F,112713,10.7,-6.6,28.9,1.3,0.0,0.0,C,1.91,1.0,1.9260364842454392,11,27,13
b,F,112714,13.2,-7.3,23.4,1.0,0.0,0.0,C,1.82,1.0,1.9260364842454392,11,27,14
b,F,112715,14.4,-8.9,19.1,1.2,0.0,0.0,C,1.15,0.9,1.9260364842454392,11,27,15
b,F,112716,14.4,-7.4,21.5,0.6,0.0,0.0,C,0.71,0.9,1.9260364842454392,11,27,16
b,F,112717,12.9,-6.5,25.5,1.2,0.0,0.0,C,0.21,0.0,1.9260364842454392,11,27,17
b,F,112718,11.1,-5.2,31.5,1.3,0.0,0.0,C,0.0,0.0,1.9260364842454392,11,27,18
b,F,112719,9.5,-4.1,38.1,1.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,19
b,F,112720,8.2,-3.6,43.3,0.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,20
b,F,112721,7.1,-3.6,46.6,0.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,21
b,F,112722,5.9,-3.6,50.3,0.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,22
b,F,112723,5.2,-3.5,53.5,0.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,27,23
b,F,112800,4.7,-3.1,57.0,1.0,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,0
b,F,112801,3.8,-3.1,60.9,1.0,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,1
b,F,112802,3.3,-3.0,63.2,0.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,2
b,F,112803,2.8,-2.9,66.1,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,3
b,F,112804,2.4,-2.7,68.8,0.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,4
b,F,112805,2.4,-2.6,69.4,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,5
b,F,112806,2.7,-2.5,68.9,0.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,6
b,F,112807,2.4,-2.4,70.7,1.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,7
b,F,112808,2.9,-2.3,68.6,1.2,0.0,0.0,C,0.07,0.2,1.9260364842454392,11,28,8
b,F,112809,5.2,-1.6,61.6,0.5,0.0,0.0,C,0.47,0.9,1.9260364842454392,11,28,9
b,F,112810,7.1,-1.1,56.2,1.2,0.0,0.0,C,0.47,0.2,1.9260364842454392,11,28,10
b,F,112811,9.0,0.5,55.3,1.5,0.5,8.0,R,0.45,0.1,1.9260364842454392,11,28,11
b,F,112812,7.5,5.5,87.3,1.9,1.7,28.0,R,0.15,0.0,1.9260364842454392,11,28,12
b,F,112813,8.0,6.7,91.9,0.9,0.5,22.0,R,0.11,0.0,1.9260364842454392,11,28,13
b,F,112814,8.2,7.0,92.2,1.0,1.8,36.0,R,0.16,0.0,1.9260364842454392,11,28,14
b,F,112815,8.6,7.3,91.6,1.0,0.2,5.0,R,0.25,0.0,1.9260364842454392,11,28,15
b,F,112816,9.2,8.0,92.0,1.4,0.1,5.0,R,0.44,0.0,1.9260364842454392,11,28,16
b,F,112817,9.8,8.7,92.8,0.7,0.0,0.0,G,0.05,0.0,1.9260364842454392,11,28,17
b,F,112818,9.7,8.7,93.3,0.7,0.0,0.0,R,0.01,0.0,1.9260364842454392,11,28,18
b,F,112819,9.5,8.6,93.8,1.4,0.0,0.0,G,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,19
b,F,112820,9.7,8.8,94.6,0.5,0.0,0.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,20
b,F,112821,9.8,9.1,95.3,0.8,4.4,55.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,21
b,F,112822,10.1,9.4,95.6,0.6,3.2,57.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,22
b,F,112823,10.2,9.6,95.9,1.4,7.5,59.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,28,23
b,F,112900,10.8,10.2,96.3,1.6,10.2,60.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,0
b,F,112901,11.0,10.4,96.2,0.6,1.1,34.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,1
b,F,112902,11.0,10.5,96.2,0.2,0.8,36.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,2
b,F,112903,11.1,10.5,96.2,0.6,0.1,0.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,3
b,F,112904,11.3,10.7,96.3,0.6,0.1,4.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,4
b,F,112905,11.4,10.8,96.4,0.9,0.8,49.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,5
b,F,112906,11.7,11.2,96.5,1.5,1.1,25.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,6
b,F,112907,12.2,11.6,96.3,1.9,0.2,22.0,R,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,7
b,F,112908,11.7,11.0,95.3,1.4,2.4,59.0,R,0.01,0.0,1.9260364842454392,11,29,8
b,F,112909,11.6,10.7,94.1,2.7,0.1,5.0,R,0.22,0.0,1.9260364842454392,11,29,9
b,F,112910,11.7,9.6,86.7,4.6,0.0,0.0,C,0.24,0.0,1.9260364842454392,11,29,10
b,F,112911,11.1,7.8,80.0,3.8,0.0,0.0,C,0.6,0.0,1.9260364842454392,11,29,11
b,F,112912,10.8,3.7,61.8,4.4,0.0,0.0,C,0.63,0.0,1.9260364842454392,11,29,12
b,F,112913,10.8,0.7,49.4,4.2,0.0,0.0,C,0.77,0.0,1.9260364842454392,11,29,13
b,F,112914,10.7,-0.4,46.3,4.1,0.0,0.0,C,0.68,0.0,1.9260364842454392,11,29,14
b,F,112915,10.0,-1.9,43.4,4.1,0.0,0.0,C,0.62,0.0,1.9260364842454392,11,29,15
b,F,112916,9.2,-4.8,37.0,4.5,0.0,0.0,C,0.36,0.0,1.9260364842454392,11,29,16
b,F,112917,7.8,-7.6,32.9,4.2,0.0,0.0,G,0.11,0.0,1.9260364842454392,11,29,17
b,F,112918,6.5,-7.8,35.1,3.4,0.0,0.0,C,0.0,0.0,1.9260364842454392,11,29,18
b,F,112919,5.7,-6.7,40.5,3.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,19
b,F,112920,5.1,-7.7,39.1,3.0,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,20
b,F,112921,4.7,-10.2,33.0,3.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,21
b,F,112922,3.9,-11.7,31.1,4.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,22
b,F,112923,3.2,-10.1,37.3,4.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,29,23
b,F,113000,2.0,-8.3,46.7,5.3,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,0
b,F,113001,0.7,-6.3,59.9,4.7,0.0,0.0,S,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,1
b,F,113002,0.4,-6.5,59.7,5.0,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,2
b,F,113003,-0.5,-9.7,49.9,6.0,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,3
b,F,113004,-1.5,-12.3,43.6,5.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,4
b,F,113005,-2.1,-12.5,44.9,5.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,5
b,F,113006,-2.4,-12.0,48.0,3.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,6
b,F,113007,-3.2,-13.1,46.6,3.4,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,7
b,F,113008,-4.1,-14.1,45.6,3.4,0.0,0.0,C,0.02,0.0,1.9260364842454392,11,30,8
b,F,113009,-4.0,-13.6,47.4,3.4,0.0,0.0,C,0.3,0.5,1.9260364842454392,11,30,9
b,F,113010,-3.1,-13.5,44.5,3.3,0.0,0.0,C,1.09,1.0,1.9260364842454392,11,30,10
b,F,113011,-1.9,-13.1,42.3,3.2,0.0,0.0,C,1.64,1.0,1.9260364842454392,11,30,11
b,F,113012,-0.9,-14.2,35.9,4.6,0.0,0.0,C,2.01,1.0,1.9260364842454392,11,30,12
b,F,113013,-0.3,-14.4,33.8,4.5,0.0,0.0,C,1.98,1.0,1.9260364842454392,11,30,13
b,F,113014,-0.2,-12.7,38.2,4.6,0.0,0.0,C,1.7,0.9,1.9260364842454392,11,30,14
b,F,113015,-1.2,-12.5,41.9,4.4,0.0,0.0,C,0.99,0.7,1.9260364842454392,11,30,15
b,F,113016,-1.7,-12.9,42.2,4.3,0.0,0.0,C,0.68,0.8,1.9260364842454392,11,30,16
b,F,113017,-2.4,-13.9,40.8,3.8,0.0,0.0,C,0.29,0.5,1.9260364842454392,11,30,17
b,F,113018,-3.2,-13.5,45.0,2.6,0.0,0.0,C,0.01,0.0,1.9260364842454392,11,30,18
b,F,113019,-3.8,-13.2,48.1,2.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,19
b,F,113020,-4.3,-13.0,50.5,2.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,20
b,F,113021,-4.8,-12.5,54.7,1.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,21
b,F,113022,-4.7,-11.5,58.7,2.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,22
b,F,113023,-5.2,-10.1,68.6,2.4,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,30,23
c,F,110100,14.3,9.4,72.2,2.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,0
c,F,110101,14.2,9.4,72.7,2.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,1
c,F,110102,14.4,9.3,71.4,2.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,2
c,F,110103,13.7,9.3,74.5,1.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,3
c,F,110104,13.6,8.9,73.1,0.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,4
c,F,110105,13.3,8.7,73.8,0.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,5
c,F,110106,13.1,8.8,75.3,0.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,6
c,F,110107,12.7,8.9,77.2,1.1,0.0,0.0,C,0.0,0.0,1.9260364842454392,11,1,7
c,F,110108,13.4,9.1,75.3,1.2,0.0,0.0,C,0.28,0.6,1.9260364842454392,11,1,8
c,F,110109,16.7,10.2,65.6,1.1,0.0,0.0,C,1.03,1.0,1.9260364842454392,11,1,9
c,F,110110,18.8,10.0,56.6,1.2,0.0,0.0,C,1.65,1.0,1.9260364842454392,11,1,10
c,F,110111,20.4,9.2,48.6,1.5,0.0,0.0,C,2.15,1.0,1.9260364842454392,11,1,11
c,F,110112,21.5,9.0,44.9,1.9,0.0,0.0,C,2.4,1.0,1.9260364842454392,11,1,12
c,F,110113,22.1,9.6,45.0,2.7,0.0,0.0,C,2.41,1.0,1.9260364842454392,11,1,13
c,F,110114,22.1,10.5,47.7,3.2,0.0,0.0,C,2.22,1.0,1.9260364842454392,11,1,14
c,F,110115,22.1,10.1,46.5,2.6,0.0,0.0,C,1.79,1.0,1.9260364842454392,11,1,15
c,F,110116,21.1,10.1,49.4,2.9,0.0,0.0,C,1.22,1.0,1.9260364842454392,11,1,16
c,F,110117,20.1,10.2,52.9,2.6,0.0,0.0,C,0.53,1.0,1.9260364842454392,11,1,17
c,F,110118,18.3,9.4,56.2,1.0,0.0,0.0,C,0.04,0.2,1.9260364842454392,11,1,18
c,F,110119,16.9,8.9,59.2,0.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,19
c,F,110120,16.3,9.1,62.5,0.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,20
c,F,110121,15.7,9.1,64.9,0.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,21
c,F,110122,15.2,9.2,67.6,0.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,22
c,F,110123,14.7,9.1,69.3,0.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,1,23
c,F,110200,14.2,7.9,65.7,1.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,0
c,F,110201,14.1,7.0,62.5,0.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,1
c,F,110202,13.9,7.3,64.6,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,2
c,F,110203,13.6,7.5,66.7,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,3
c,F,110204,13.1,7.1,67.1,0.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,4
c,F,110205,12.7,7.1,68.6,0.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,5
c,F,110206,12.6,6.4,65.8,0.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,6
c,F,110207,12.4,6.5,67.3,0.8,0.0,0.0,C,0.0,0.0,1.9260364842454392,11,2,7
c,F,110208,13.1,7.6,69.2,0.5,0.0,0.0,C,0.28,0.8,1.9260364842454392,11,2,8
c,F,110209,15.8,8.4,61.1,0.6,0.0,0.0,C,0.93,1.0,1.9260364842454392,11,2,9
c,F,110210,18.8,9.3,54.0,1.0,0.0,0.0,C,1.58,1.0,1.9260364842454392,11,2,10
c,F,110211,21.1,10.0,48.9,1.5,0.0,0.0,C,2.09,1.0,1.9260364842454392,11,2,11
c,F,110212,22.3,11.3,49.9,1.7,0.0,0.0,C,2.35,1.0,1.9260364842454392,11,2,12
c,F,110213,22.6,12.2,51.6,2.4,0.0,0.0,C,2.37,1.0,1.9260364842454392,11,2,13
c,F,110214,22.1,11.6,51.3,3.0,0.0,0.0,C,2.18,1.0,1.9260364842454392,11,2,14
c,F,110215,21.3,12.3,56.5,3.5,0.0,0.0,C,1.78,1.0,1.9260364842454392,11,2,15
c,F,110216,20.4,12.4,60.2,3.8,0.0,0.0,C,1.17,1.0,1.9260364842454392,11,2,16
c,F,110217,19.1,12.0,63.2,3.1,0.0,0.0,C,0.49,1.0,1.9260364842454392,11,2,17
c,F,110218,17.6,11.5,67.5,2.4,0.0,0.0,C,0.03,0.1,1.9260364842454392,11,2,18
c,F,110219,16.5,11.0,69.7,1.4,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,19
c,F,110220,15.8,10.5,71.0,1.4,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,20
c,F,110221,15.3,9.8,69.5,1.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,21
c,F,110222,15.4,10.4,72.1,2.0,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,22
c,F,110223,14.5,10.0,74.2,1.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,2,23
c,F,110300,14.3,9.4,72.1,1.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,0
c,F,110301,13.6,8.7,72.6,0.4,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,1
c,F,110302,13.3,6.1,61.9,0.8,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,2
c,F,110303,13.4,7.1,65.6,1.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,3
c,F,110304,14.0,7.7,65.6,5.2,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,4
c,F,110305,14.0,5.6,57.3,4.1,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,5
c,F,110306,13.5,5.1,57.0,4.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,6
c,F,110307,12.6,5.1,60.4,4.0,0.0,0.0,C,0.0,0.0,1.9260364842454392,11,3,7
c,F,110308,12.6,5.0,59.6,2.4,0.0,0.0,C,0.33,0.9,1.9260364842454392,11,3,8
c,F,110309,15.0,4.6,49.7,1.3,0.0,0.0,C,1.04,1.0,1.9260364842454392,11,3,9
c,F,110310,17.1,2.6,38.1,2.5,0.0,0.0,C,1.67,1.0,1.9260364842454392,11,3,10
c,F,110311,18.4,1.7,32.7,3.3,0.0,0.0,C,2.21,1.0,1.9260364842454392,11,3,11
c,F,110312,19.6,2.7,32.6,3.3,0.0,0.0,C,2.47,1.0,1.9260364842454392,11,3,12
c,F,110313,21.5,3.2,30.0,2.0,0.0,0.0,C,2.51,1.0,1.9260364842454392,11,3,13
c,F,110314,21.9,4.7,32.5,2.3,0.0,0.0,C,2.25,1.0,1.9260364842454392,11,3,14
c,F,110315,22.1,6.2,35.6,1.7,0.0,0.0,C,1.76,1.0,1.9260364842454392,11,3,15
c,F,110316,21.5,6.1,36.7,2.5,0.0,0.0,F,1.14,1.0,1.9260364842454392,11,3,16
c,F,110317,20.0,7.9,45.7,1.5,0.0,0.0,C,0.46,1.0,1.9260364842454392,11,3,17
c,F,110318,17.9,7.1,49.2,1.5,0.0,0.0,C,0.02,0.0,1.9260364842454392,11,3,18
c,F,110319,16.9,5.5,47.0,1.7,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,19
c,F,110320,16.5,3.7,42.6,3.5,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,20
c,F,110321,15.9,3.5,43.6,3.9,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,21
c,F,110322,15.0,3.4,45.7,1.6,0.0,0.0,C,0.9012940401712215,0.5792229173526506,1.9260364842454392,11,3,22
